Time,CP.CHW-SYS.SEBCHWR-F
"7/31/20, 12:15:00 AM PDT",247.4772
"7/31/20, 12:30:00 AM PDT",254.5406
"7/31/20, 12:45:00 AM PDT",245.4315
"7/31/20, 1:00:00 AM PDT",256.3034
"7/31/20, 1:15:00 AM PDT",243.8483
"7/31/20, 1:30:00 AM PDT",251.8372
"7/31/20, 1:45:00 AM PDT",251.0634
"7/31/20, 2:00:00 AM PDT",245.1588
"7/31/20, 2:15:00 AM PDT",251.196
"7/31/20, 2:30:00 AM PDT",239.0856
"7/31/20, 2:45:00 AM PDT",251.0329
"7/31/20, 3:00:00 AM PDT",247.6291
"7/31/20, 3:15:00 AM PDT",241.0885
"7/31/20, 3:30:00 AM PDT",243.6653
"7/31/20, 3:45:00 AM PDT",236.6165
"7/31/20, 4:00:00 AM PDT",239.0672
"7/31/20, 4:15:00 AM PDT",250.5154
"7/31/20, 4:30:00 AM PDT",233.3093
"7/31/20, 4:45:00 AM PDT",239.8205
"7/31/20, 5:00:00 AM PDT",227.7062
"7/31/20, 5:15:00 AM PDT",230.1689
"7/31/20, 5:30:00 AM PDT",233.9738
"7/31/20, 5:45:00 AM PDT",214.6674
"7/31/20, 6:00:00 AM PDT",285.5361
"7/31/20, 6:15:00 AM PDT",246.4515
"7/31/20, 6:30:00 AM PDT",257.1732
"7/31/20, 6:45:00 AM PDT",240.4452
"7/31/20, 7:00:00 AM PDT",249.009
"7/31/20, 7:15:00 AM PDT",244.42
"7/31/20, 7:30:00 AM PDT",241.7367
"7/31/20, 7:45:00 AM PDT",251.534
"7/31/20, 8:00:00 AM PDT",245.7693
"7/31/20, 8:15:00 AM PDT",255.3124
"7/31/20, 8:30:00 AM PDT",251.7163
"7/31/20, 8:45:00 AM PDT",260.3007
"7/31/20, 9:00:00 AM PDT",248.6672
"7/31/20, 9:15:00 AM PDT",247.5515
"7/31/20, 9:30:00 AM PDT",262.7947
"7/31/20, 9:45:00 AM PDT",257.4515
"7/31/20, 10:00:00 AM PDT",269.0123
"7/31/20, 10:15:00 AM PDT",258.8911
"7/31/20, 10:30:00 AM PDT",267.1649
"7/31/20, 10:45:00 AM PDT",255.6778
"7/31/20, 11:00:00 AM PDT",261.9856
"7/31/20, 11:15:00 AM PDT",257.9983
"7/31/20, 11:30:00 AM PDT",258.1091
"7/31/20, 11:45:00 AM PDT",265.6841
"7/31/20, 12:00:00 PM PDT",257.0175
"7/31/20, 12:15:00 PM PDT",265.3138
"7/31/20, 12:30:00 PM PDT",262.7034
"7/31/20, 12:45:00 PM PDT",276.1376
"7/31/20, 1:00:00 PM PDT",264.0135
"7/31/20, 1:15:00 PM PDT",280.3347
"7/31/20, 1:30:00 PM PDT",263.784
"7/31/20, 1:45:00 PM PDT",277.3083
"7/31/20, 2:00:00 PM PDT",265.3607
"7/31/20, 2:15:00 PM PDT",265.5924
"7/31/20, 2:30:00 PM PDT",277.2788
"7/31/20, 2:45:00 PM PDT",266.0046
"7/31/20, 3:00:00 PM PDT",275.9013
"7/31/20, 3:15:00 PM PDT",265.8492
"7/31/20, 3:30:00 PM PDT",275.5417
"7/31/20, 3:45:00 PM PDT",262.7748
"7/31/20, 4:00:00 PM PDT",262.2347
"7/31/20, 4:15:00 PM PDT",276.8811
"7/31/20, 4:30:00 PM PDT",262.8198
"7/31/20, 4:45:00 PM PDT",276.1828
"7/31/20, 5:00:00 PM PDT",265.2888
"7/31/20, 5:15:00 PM PDT",277.0824
"7/31/20, 5:30:00 PM PDT",268.2847
"7/31/20, 5:45:00 PM PDT",265.1338
"7/31/20, 6:00:00 PM PDT",279.5736
"7/31/20, 6:15:00 PM PDT",263.5555
"7/31/20, 6:30:00 PM PDT",274.3469
"7/31/20, 6:45:00 PM PDT",261.2946
"7/31/20, 7:00:00 PM PDT",261.8521
"7/31/20, 7:15:00 PM PDT",276.0485
"7/31/20, 7:30:00 PM PDT",262.5309
"7/31/20, 7:45:00 PM PDT",270.7432
"7/31/20, 8:00:00 PM PDT",261.3358
"7/31/20, 8:15:00 PM PDT",260.2169
"7/31/20, 8:30:00 PM PDT",270.1523
"7/31/20, 8:45:00 PM PDT",256.2851
"7/31/20, 9:00:00 PM PDT",267.5965
"7/31/20, 9:15:00 PM PDT",257.214
"7/31/20, 9:30:00 PM PDT",267.7439
"7/31/20, 9:45:00 PM PDT",256.662
"7/31/20, 10:00:00 PM PDT",264.945
"7/31/20, 10:15:00 PM PDT",253.6528
"7/31/20, 10:30:00 PM PDT",258.6675
"7/31/20, 10:45:00 PM PDT",263.2804
"7/31/20, 11:00:00 PM PDT",254.7183
"7/31/20, 11:15:00 PM PDT",266.9004
"7/31/20, 11:30:00 PM PDT",252.3139
"7/31/20, 11:45:00 PM PDT",262.7224
"8/1/20, 12:00:00 AM PDT",245.7483
"8/1/20, 12:15:00 AM PDT",247.964
"8/1/20, 12:30:00 AM PDT",248.5416
"8/1/20, 12:45:00 AM PDT",242.2411
"8/1/20, 1:00:00 AM PDT",251.1985
"8/1/20, 1:15:00 AM PDT",240.7921
"8/1/20, 1:30:00 AM PDT",244.415
"8/1/20, 1:45:00 AM PDT",239.8417
"8/1/20, 2:00:00 AM PDT",244.2062
"8/1/20, 2:15:00 AM PDT",240.6566
"8/1/20, 2:30:00 AM PDT",240.0765
"8/1/20, 2:45:00 AM PDT",251.7991
"8/1/20, 3:00:00 AM PDT",244.5989
"8/1/20, 3:15:00 AM PDT",263.3339
"8/1/20, 3:30:00 AM PDT",260.3189
"8/1/20, 3:45:00 AM PDT",256.1692
"8/1/20, 4:00:00 AM PDT",233.0021
"8/1/20, 4:15:00 AM PDT",246.2645
"8/1/20, 4:30:00 AM PDT",235.863
"8/1/20, 4:45:00 AM PDT",234.385
"8/1/20, 5:00:00 AM PDT",220.2207
"8/1/20, 5:15:00 AM PDT",224.8234
"8/1/20, 5:30:00 AM PDT",224.9869
"8/1/20, 5:45:00 AM PDT",217.8588
"8/1/20, 6:00:00 AM PDT",228.1326
"8/1/20, 6:15:00 AM PDT",207.9659
"8/1/20, 6:30:00 AM PDT",208.4385
"8/1/20, 6:45:00 AM PDT",206.9827
"8/1/20, 7:00:00 AM PDT",206.0194
"8/1/20, 7:15:00 AM PDT",219.9358
"8/1/20, 7:30:00 AM PDT",208.9206
"8/1/20, 7:45:00 AM PDT",223.0563
"8/1/20, 8:00:00 AM PDT",216.3233
"8/1/20, 8:15:00 AM PDT",237.8885
"8/1/20, 8:30:00 AM PDT",221.5269
"8/1/20, 8:45:00 AM PDT",229.018
"8/1/20, 9:00:00 AM PDT",242.8475
"8/1/20, 9:15:00 AM PDT",241.2859
"8/1/20, 9:30:00 AM PDT",263.7743
"8/1/20, 9:45:00 AM PDT",255.2699
"8/1/20, 10:00:00 AM PDT",257.3275
"8/1/20, 10:15:00 AM PDT",259.0341
"8/1/20, 10:30:00 AM PDT",259.8707
"8/1/20, 10:45:00 AM PDT",269.0023
"8/1/20, 11:00:00 AM PDT",257.477
"8/1/20, 11:15:00 AM PDT",267.2381
"8/1/20, 11:30:00 AM PDT",257.5259
"8/1/20, 11:45:00 AM PDT",267.6971
"8/1/20, 12:00:00 PM PDT",257.1099
"8/1/20, 12:15:00 PM PDT",255.1172
"8/1/20, 12:30:00 PM PDT",264.1334
"8/1/20, 12:45:00 PM PDT",257.3421
"8/1/20, 1:00:00 PM PDT",269.0001
"8/1/20, 1:15:00 PM PDT",257.3789
"8/1/20, 1:30:00 PM PDT",262.045
"8/1/20, 1:45:00 PM PDT",259.029
"8/1/20, 2:00:00 PM PDT",257.7509
"8/1/20, 2:15:00 PM PDT",271.9973
"8/1/20, 2:30:00 PM PDT",258.3782
"8/1/20, 2:45:00 PM PDT",270.4408
"8/1/20, 3:00:00 PM PDT",253.7397
"8/1/20, 3:15:00 PM PDT",270.0109
"8/1/20, 3:30:00 PM PDT",254.3991
"8/1/20, 3:45:00 PM PDT",259.784
"8/1/20, 4:00:00 PM PDT",257.0297
"8/1/20, 4:15:00 PM PDT",256.3854
"8/1/20, 4:30:00 PM PDT",260.6575
"8/1/20, 4:45:00 PM PDT",251.7542
"8/1/20, 5:00:00 PM PDT",263.1546
"8/1/20, 5:15:00 PM PDT",253.4317
"8/1/20, 5:30:00 PM PDT",252.782
"8/1/20, 5:45:00 PM PDT",262.8301
"8/1/20, 6:00:00 PM PDT",252.493
"8/1/20, 6:15:00 PM PDT",261.7443
"8/1/20, 6:30:00 PM PDT",249.9036
"8/1/20, 6:45:00 PM PDT",252.2308
"8/1/20, 7:00:00 PM PDT",260.3222
"8/1/20, 7:15:00 PM PDT",250.792
"8/1/20, 7:30:00 PM PDT",260.8025
"8/1/20, 7:45:00 PM PDT",247.4055
"8/1/20, 8:00:00 PM PDT",257.2
"8/1/20, 8:15:00 PM PDT",244.9774
"8/1/20, 8:30:00 PM PDT",255.6181
"8/1/20, 8:45:00 PM PDT",242.1574
"8/1/20, 9:00:00 PM PDT",229.0226
"8/1/20, 9:15:00 PM PDT",239.2897
"8/1/20, 9:30:00 PM PDT",234.5367
"8/1/20, 9:45:00 PM PDT",236.4147
"8/1/20, 10:00:00 PM PDT",218.9949
"8/1/20, 10:15:00 PM PDT",226.3459
"8/1/20, 10:30:00 PM PDT",218.6103
"8/1/20, 10:45:00 PM PDT",221.7085
"8/1/20, 11:00:00 PM PDT",234.5921
"8/1/20, 11:15:00 PM PDT",225.5808
"8/1/20, 11:30:00 PM PDT",237.8167
"8/1/20, 11:45:00 PM PDT",228.0635
"8/2/20, 12:00:00 AM PDT",275.9291
"8/2/20, 12:15:00 AM PDT",233.8042
"8/2/20, 12:30:00 AM PDT",249.7401
"8/2/20, 12:45:00 AM PDT",241.0861
"8/2/20, 1:00:00 AM PDT",248.0115
"8/2/20, 1:15:00 AM PDT",219.3714
"8/2/20, 1:30:00 AM PDT",200.3371
"8/2/20, 1:45:00 AM PDT",175.9089
"8/2/20, 2:00:00 AM PDT",199.5919
"8/2/20, 2:15:00 AM PDT",183.7284
"8/2/20, 2:30:00 AM PDT",201.0202
"8/2/20, 2:45:00 AM PDT",184.1535
"8/2/20, 3:00:00 AM PDT",185.1702
"8/2/20, 3:15:00 AM PDT",169.3363
"8/2/20, 3:30:00 AM PDT",183.5228
"8/2/20, 3:45:00 AM PDT",163.2275
"8/2/20, 4:00:00 AM PDT",180.6755
"8/2/20, 4:15:00 AM PDT",166.3707
"8/2/20, 4:30:00 AM PDT",175.982
"8/2/20, 4:45:00 AM PDT",168.994
"8/2/20, 5:00:00 AM PDT",184.7965
"8/2/20, 5:15:00 AM PDT",168.7897
"8/2/20, 5:30:00 AM PDT",174.1927
"8/2/20, 5:45:00 AM PDT",184.2183
"8/2/20, 6:00:00 AM PDT",178.8563
"8/2/20, 6:15:00 AM PDT",191.0753
"8/2/20, 6:30:00 AM PDT",177.8611
"8/2/20, 6:45:00 AM PDT",192.6113
"8/2/20, 7:00:00 AM PDT",182.0925
"8/2/20, 7:15:00 AM PDT",200.2417
"8/2/20, 7:30:00 AM PDT",193.1023
"8/2/20, 7:45:00 AM PDT",201.1658
"8/2/20, 8:00:00 AM PDT",213.5289
"8/2/20, 8:15:00 AM PDT",218.8693
"8/2/20, 8:30:00 AM PDT",237.5885
"8/2/20, 8:45:00 AM PDT",224.8079
"8/2/20, 9:00:00 AM PDT",210.6942
"8/2/20, 9:15:00 AM PDT",262.7098
"8/2/20, 9:30:00 AM PDT",253.514
"8/2/20, 9:45:00 AM PDT",240.9746
"8/2/20, 10:00:00 AM PDT",237.534
"8/2/20, 10:15:00 AM PDT",247.3286
"8/2/20, 10:30:00 AM PDT",237.2061
"8/2/20, 10:45:00 AM PDT",249.2951
"8/2/20, 11:00:00 AM PDT",235.6949
"8/2/20, 11:15:00 AM PDT",249.83
"8/2/20, 11:30:00 AM PDT",240.7294
"8/2/20, 11:45:00 AM PDT",252.1562
"8/2/20, 12:00:00 PM PDT",245.8259
"8/2/20, 12:15:00 PM PDT",247.9629
"8/2/20, 12:30:00 PM PDT",249.5957
"8/2/20, 12:45:00 PM PDT",245.302
"8/2/20, 1:00:00 PM PDT",256.5245
"8/2/20, 1:15:00 PM PDT",244.777
"8/2/20, 1:30:00 PM PDT",258.7535
"8/2/20, 1:45:00 PM PDT",244.3798
"8/2/20, 2:00:00 PM PDT",254.2802
"8/2/20, 2:15:00 PM PDT",247.4248
"8/2/20, 2:30:00 PM PDT",248.829
"8/2/20, 2:45:00 PM PDT",255.1713
"8/2/20, 3:00:00 PM PDT",245.5698
"8/2/20, 3:15:00 PM PDT",261.4923
"8/2/20, 3:30:00 PM PDT",245.684
"8/2/20, 3:45:00 PM PDT",253.1431
"8/2/20, 4:00:00 PM PDT",250.2551
"8/2/20, 4:15:00 PM PDT",251.688
"8/2/20, 4:30:00 PM PDT",263.0829
"8/2/20, 4:45:00 PM PDT",250.616
"8/2/20, 5:00:00 PM PDT",254.6225
"8/2/20, 5:15:00 PM PDT",253.485
"8/2/20, 5:30:00 PM PDT",253.9053
"8/2/20, 5:45:00 PM PDT",259.0196
"8/2/20, 6:00:00 PM PDT",246.9079
"8/2/20, 6:15:00 PM PDT",258.8557
"8/2/20, 6:30:00 PM PDT",249.2878
"8/2/20, 6:45:00 PM PDT",248.7683
"8/2/20, 7:00:00 PM PDT",248.6505
"8/2/20, 7:15:00 PM PDT",243.7873
"8/2/20, 7:30:00 PM PDT",256.039
"8/2/20, 7:45:00 PM PDT",245.4429
"8/2/20, 8:00:00 PM PDT",256.2695
"8/2/20, 8:15:00 PM PDT",243.5479
"8/2/20, 8:30:00 PM PDT",254.4744
"8/2/20, 8:45:00 PM PDT",241.2139
"8/2/20, 9:00:00 PM PDT",252.4037
"8/2/20, 9:15:00 PM PDT",240.0878
"8/2/20, 9:30:00 PM PDT",241.8255
"8/2/20, 9:45:00 PM PDT",255.4095
"8/2/20, 10:00:00 PM PDT",240.1757
"8/2/20, 10:15:00 PM PDT",251.7964
"8/2/20, 10:30:00 PM PDT",237.9142
"8/2/20, 10:45:00 PM PDT",250.9998
"8/2/20, 11:00:00 PM PDT",240.6029
"8/2/20, 11:15:00 PM PDT",242.5507
"8/2/20, 11:30:00 PM PDT",239.7699
"8/2/20, 11:45:00 PM PDT",236.7416
"8/3/20, 12:00:00 AM PDT",249.583
"8/3/20, 12:15:00 AM PDT",239.3072
"8/3/20, 12:30:00 AM PDT",248.8082
"8/3/20, 12:45:00 AM PDT",237.2791
"8/3/20, 1:00:00 AM PDT",251.682
"8/3/20, 1:15:00 AM PDT",236.6288
"8/3/20, 1:30:00 AM PDT",237.7008
"8/3/20, 1:45:00 AM PDT",245.7729
"8/3/20, 2:00:00 AM PDT",238.7642
"8/3/20, 2:15:00 AM PDT",251.5716
"8/3/20, 2:30:00 AM PDT",241.0169
"8/3/20, 2:45:00 AM PDT",189.863
"8/3/20, 3:00:00 AM PDT",251.0659
"8/3/20, 3:15:00 AM PDT",253.8091
"8/3/20, 3:30:00 AM PDT",241.588
"8/3/20, 3:45:00 AM PDT",241.2161
"8/3/20, 4:00:00 AM PDT",250.2345
"8/3/20, 4:15:00 AM PDT",238.7418
"8/3/20, 4:30:00 AM PDT",252.9707
"8/3/20, 4:45:00 AM PDT",237.7331
"8/3/20, 5:00:00 AM PDT",251.4781
"8/3/20, 5:15:00 AM PDT",240.9895
"8/3/20, 5:30:00 AM PDT",213.9594
"8/3/20, 5:45:00 AM PDT",225.3137
"8/3/20, 6:00:00 AM PDT",241.8831
"8/3/20, 6:15:00 AM PDT",256.076
"8/3/20, 6:30:00 AM PDT",242.2298
"8/3/20, 6:45:00 AM PDT",253.1369
"8/3/20, 7:00:00 AM PDT",243.1792
"8/3/20, 7:15:00 AM PDT",255.6149
"8/3/20, 7:30:00 AM PDT",245.3226
"8/3/20, 7:45:00 AM PDT",242.8089
"8/3/20, 8:00:00 AM PDT",255.1705
"8/3/20, 8:15:00 AM PDT",247.589
"8/3/20, 8:30:00 AM PDT",258.7153
"8/3/20, 8:45:00 AM PDT",249.4334
"8/3/20, 9:00:00 AM PDT",251.4325
"8/3/20, 9:15:00 AM PDT",251.9062
"8/3/20, 9:30:00 AM PDT",249.5894
"8/3/20, 9:45:00 AM PDT",262.8719
"8/3/20, 10:00:00 AM PDT",250.9396
"8/3/20, 10:15:00 AM PDT",253.4303
"8/3/20, 10:30:00 AM PDT",256.337
"8/3/20, 10:45:00 AM PDT",250.5442
"8/3/20, 11:00:00 AM PDT",260.5395
"8/3/20, 11:15:00 AM PDT",255.0878
"8/3/20, 11:30:00 AM PDT",263.1491
"8/3/20, 11:45:00 AM PDT",252.5023
"8/3/20, 12:00:00 PM PDT",250.5061
"8/3/20, 12:15:00 PM PDT",262.2631
"8/3/20, 12:30:00 PM PDT",269.1136
"8/3/20, 12:45:00 PM PDT",261.2878
"8/3/20, 1:00:00 PM PDT",270.3127
"8/3/20, 1:15:00 PM PDT",256.8047
"8/3/20, 1:30:00 PM PDT",270.0203
"8/3/20, 1:45:00 PM PDT",256.8743
"8/3/20, 2:00:00 PM PDT",267.1821
"8/3/20, 2:15:00 PM PDT",256.2523
"8/3/20, 2:30:00 PM PDT",252.6827
"8/3/20, 2:45:00 PM PDT",264.067
"8/3/20, 3:00:00 PM PDT",254.6708
"8/3/20, 3:15:00 PM PDT",263.3199
"8/3/20, 3:30:00 PM PDT",250.8682
"8/3/20, 3:45:00 PM PDT",254.637
"8/3/20, 4:00:00 PM PDT",263.4928
"8/3/20, 4:15:00 PM PDT",252.3432
"8/3/20, 4:30:00 PM PDT",261.8432
"8/3/20, 4:45:00 PM PDT",249.731
"8/3/20, 5:00:00 PM PDT",249.9791
"8/3/20, 5:15:00 PM PDT",262.96
"8/3/20, 5:30:00 PM PDT",253.0858
"8/3/20, 5:45:00 PM PDT",249.3868
"8/3/20, 6:00:00 PM PDT",259.0859
"8/3/20, 6:15:00 PM PDT",248.4097
"8/3/20, 6:30:00 PM PDT",250.9953
"8/3/20, 6:45:00 PM PDT",251.9193
"8/3/20, 7:00:00 PM PDT",247.8113
"8/3/20, 7:15:00 PM PDT",258.591
"8/3/20, 7:30:00 PM PDT",245.6091
"8/3/20, 7:45:00 PM PDT",252.9053
"8/3/20, 8:00:00 PM PDT",255.029
"8/3/20, 8:15:00 PM PDT",248.4638
"8/3/20, 8:30:00 PM PDT",258.2848
"8/3/20, 8:45:00 PM PDT",246.9098
"8/3/20, 9:00:00 PM PDT",248.6842
"8/3/20, 9:15:00 PM PDT",247.3298
"8/3/20, 9:30:00 PM PDT",245.6427
"8/3/20, 9:45:00 PM PDT",255.4914
"8/3/20, 10:00:00 PM PDT",241.4785
"8/3/20, 10:15:00 PM PDT",238.8268
"8/3/20, 10:30:00 PM PDT",247.4085
"8/3/20, 10:45:00 PM PDT",238.7092
"8/3/20, 11:00:00 PM PDT",241.616
"8/3/20, 11:15:00 PM PDT",233.203
"8/3/20, 11:30:00 PM PDT",231.3082
"8/3/20, 11:45:00 PM PDT",261.1787
"8/4/20, 12:00:00 AM PDT",251.0314
"8/4/20, 12:15:00 AM PDT",240.3736
"8/4/20, 12:30:00 AM PDT",249.291
"8/4/20, 12:45:00 AM PDT",241.5559
"8/4/20, 1:00:00 AM PDT",249.8605
"8/4/20, 1:15:00 AM PDT",238.8695
"8/4/20, 1:30:00 AM PDT",237.3762
"8/4/20, 1:45:00 AM PDT",245.5542
"8/4/20, 2:00:00 AM PDT",233.5047
"8/4/20, 2:15:00 AM PDT",244.0276
"8/4/20, 2:30:00 AM PDT",193.1934
"8/4/20, 2:45:00 AM PDT",201.8242
"8/4/20, 3:00:00 AM PDT",221.529
"8/4/20, 3:15:00 AM PDT",220.6232
"8/4/20, 3:30:00 AM PDT",224.2225
"8/4/20, 3:45:00 AM PDT",219.3201
"8/4/20, 4:00:00 AM PDT",233.1404
"8/4/20, 4:15:00 AM PDT",214.2478
"8/4/20, 4:30:00 AM PDT",231.2511
"8/4/20, 4:45:00 AM PDT",210.845
"8/4/20, 5:00:00 AM PDT",214.4104
"8/4/20, 5:15:00 AM PDT",210.4135
"8/4/20, 5:30:00 AM PDT",210.7988
"8/4/20, 5:45:00 AM PDT",180.2944
"8/4/20, 6:00:00 AM PDT",209.5609
"8/4/20, 6:15:00 AM PDT",220.0024
"8/4/20, 6:30:00 AM PDT",212.6075
"8/4/20, 6:45:00 AM PDT",221.9355
"8/4/20, 7:00:00 AM PDT",214.2836
"8/4/20, 7:15:00 AM PDT",208.4855
"8/4/20, 7:30:00 AM PDT",225.8438
"8/4/20, 7:45:00 AM PDT",213.2156
"8/4/20, 8:00:00 AM PDT",223.5039
"8/4/20, 8:15:00 AM PDT",210.5925
"8/4/20, 8:30:00 AM PDT",230.4822
"8/4/20, 8:45:00 AM PDT",221.0009
"8/4/20, 9:00:00 AM PDT",273.8525
"8/4/20, 9:15:00 AM PDT",246.3419
"8/4/20, 9:30:00 AM PDT",247.3002
"8/4/20, 9:45:00 AM PDT",257.7369
"8/4/20, 10:00:00 AM PDT",252.3173
"8/4/20, 10:15:00 AM PDT",259.2608
"8/4/20, 10:30:00 AM PDT",251.6794
"8/4/20, 10:45:00 AM PDT",247.0642
"8/4/20, 11:00:00 AM PDT",257.5668
"8/4/20, 11:15:00 AM PDT",246.973
"8/4/20, 11:30:00 AM PDT",256.669
"8/4/20, 11:45:00 AM PDT",245.9776
"8/4/20, 12:00:00 PM PDT",243.4653
"8/4/20, 12:15:00 PM PDT",257.8943
"8/4/20, 12:30:00 PM PDT",247.2694
"8/4/20, 12:45:00 PM PDT",247.8354
"8/4/20, 1:00:00 PM PDT",253.65
"8/4/20, 1:15:00 PM PDT",246.1749
"8/4/20, 1:30:00 PM PDT",257.5165
"8/4/20, 1:45:00 PM PDT",252.2382
"8/4/20, 2:00:00 PM PDT",245.1668
"8/4/20, 2:15:00 PM PDT",260.1451
"8/4/20, 2:30:00 PM PDT",246.9981
"8/4/20, 2:45:00 PM PDT",247.477
"8/4/20, 3:00:00 PM PDT",258.6254
"8/4/20, 3:15:00 PM PDT",247.6404
"8/4/20, 3:30:00 PM PDT",246.5823
"8/4/20, 3:45:00 PM PDT",253.0985
"8/4/20, 4:00:00 PM PDT",245.6663
"8/4/20, 4:15:00 PM PDT",255.5672
"8/4/20, 4:30:00 PM PDT",243.1725
"8/4/20, 4:45:00 PM PDT",246.8273
"8/4/20, 5:00:00 PM PDT",226.8335
"8/4/20, 5:15:00 PM PDT",218.8022
"8/4/20, 5:30:00 PM PDT",254.4559
"8/4/20, 5:45:00 PM PDT",241.9439
"8/4/20, 6:00:00 PM PDT",219.3338
"8/4/20, 6:15:00 PM PDT",267.4741
"8/4/20, 6:30:00 PM PDT",247.2941
"8/4/20, 6:45:00 PM PDT",246.5927
"8/4/20, 7:00:00 PM PDT",256.6343
"8/4/20, 7:15:00 PM PDT",246.8266
"8/4/20, 7:30:00 PM PDT",253.9383
"8/4/20, 7:45:00 PM PDT",239.2995
"8/4/20, 8:00:00 PM PDT",242.6752
"8/4/20, 8:15:00 PM PDT",251.2806
"8/4/20, 8:30:00 PM PDT",241.169
"8/4/20, 8:45:00 PM PDT",241.8657
"8/4/20, 9:00:00 PM PDT",250.0744
"8/4/20, 9:15:00 PM PDT",239.5349
"8/4/20, 9:30:00 PM PDT",251.3055
"8/4/20, 9:45:00 PM PDT",238.9247
"8/4/20, 10:00:00 PM PDT",237.1914
"8/4/20, 10:15:00 PM PDT",242.1192
"8/4/20, 10:30:00 PM PDT",233.7823
"8/4/20, 10:45:00 PM PDT",242.641
"8/4/20, 11:00:00 PM PDT",232.8446
"8/4/20, 11:15:00 PM PDT",239.9802
"8/4/20, 11:30:00 PM PDT",233.4361
"8/4/20, 11:45:00 PM PDT",233.8911
"8/5/20, 12:00:00 AM PDT",237.5292
"8/5/20, 12:15:00 AM PDT",232.8579
"8/5/20, 12:30:00 AM PDT",240.4214
"8/5/20, 12:45:00 AM PDT",221.7703
"8/5/20, 1:00:00 AM PDT",188.2704
"8/5/20, 1:15:00 AM PDT",176.6035
"8/5/20, 1:30:00 AM PDT",197.098
"8/5/20, 1:45:00 AM PDT",220.6265
"8/5/20, 2:00:00 AM PDT",206.1204
"8/5/20, 2:15:00 AM PDT",208.4187
"8/5/20, 2:30:00 AM PDT",208.1226
"8/5/20, 2:45:00 AM PDT",205.9532
"8/5/20, 3:00:00 AM PDT",212.2687
"8/5/20, 3:15:00 AM PDT",210.4151
"8/5/20, 3:30:00 AM PDT",218.6694
"8/5/20, 3:45:00 AM PDT",213.1529
"8/5/20, 4:00:00 AM PDT",200.5824
"8/5/20, 4:15:00 AM PDT",197.0905
"8/5/20, 4:30:00 AM PDT",179.3269
"8/5/20, 4:45:00 AM PDT",189.1185
"8/5/20, 5:00:00 AM PDT",188.3497
"8/5/20, 5:15:00 AM PDT",141.8371
"8/5/20, 5:30:00 AM PDT",159.8403
"8/5/20, 5:45:00 AM PDT",174.2962
"8/5/20, 6:00:00 AM PDT",185.6278
"8/5/20, 6:15:00 AM PDT",171.5067
"8/5/20, 6:30:00 AM PDT",171.4249
"8/5/20, 6:45:00 AM PDT",176.8037
"8/5/20, 7:00:00 AM PDT",167.0217
"8/5/20, 7:15:00 AM PDT",168.9564
"8/5/20, 7:30:00 AM PDT",166.121
"8/5/20, 7:45:00 AM PDT",164.9215
